index,Year,Total,Gold,Silver,Bronze,No medal,Sport,NOC,Sex
3,1948,0,0,0,0,3,Modern Pentathlon,BEL,M
4,1952,0,0,0,0,1,Modern Pentathlon,BEL,M
5,1960,0,0,0,0,1,Modern Pentathlon,BEL,M
0,2000,0,0,0,0,1,Modern Pentathlon,BLR,F
1,2004,0,0,0,0,2,Modern Pentathlon,BLR,F
2,2008,0,0,0,0,2,Modern Pentathlon,BLR,F
3,2012,0,0,0,0,2,Modern Pentathlon,BLR,F
4,2016,0,0,0,0,1,Modern Pentathlon,BLR,F
5,2020,0,0,0,0,2,Modern Pentathlon,BLR,F
0,2000,1,0,0,1,0,Modern Pentathlon,BLR,M
1,2004,0,0,0,0,1,Modern Pentathlon,BLR,M
2,2008,0,0,0,0,2,Modern Pentathlon,BLR,M
3,2012,0,0,0,0,2,Modern Pentathlon,BLR,M
4,2020,0,0,0,0,1,Modern Pentathlon,BLR,M
0,2004,0,0,0,0,1,Modern Pentathlon,BRA,F
1,2008,0,0,0,0,1,Modern Pentathlon,BRA,F
2,2012,1,0,0,1,0,Modern Pentathlon,BRA,F
3,2016,0,0,0,0,1,Modern Pentathlon,BRA,F
4,2020,0,0,0,0,1,Modern Pentathlon,BRA,F
5,2024,0,0,0,0,1,Modern Pentathlon,BRA,F
0,1936,0,0,0,0,3,Modern Pentathlon,BRA,M
1,1948,0,0,0,0,3,Modern Pentathlon,BRA,M
2,1952,0,0,0,0,6,Modern Pentathlon,BRA,M
3,1956,0,0,0,0,6,Modern Pentathlon,BRA,M
4,1960,0,0,0,0,6,Modern Pentathlon,BRA,M
5,1964,0,0,0,0,1,Modern Pentathlon,BRA,M
6,2004,0,0,0,0,1,Modern Pentathlon,BRA,M
7,2016,0,0,0,0,1,Modern Pentathlon,BRA,M
0,1984,0,0,0,0,6,Modern Pentathlon,BRN,M
1,1988,0,0,0,0,6,Modern Pentathlon,BRN,M
0,1968,0,0,0,0,6,Modern Pentathlon,BUL,M
1,1972,0,0,0,0,6,Modern Pentathlon,BUL,M
2,1976,0,0,0,0,6,Modern Pentathlon,BUL,M
3,1980,0,0,0,0,6,Modern Pentathlon,BUL,M
4,1992,0,0,0,0,2,Modern Pentathlon,BUL,M
5,2000,0,0,0,0,1,Modern Pentathlon,BUL,M
6,2016,0,0,0,0,1,Modern Pentathlon,BUL,M
7,2024,0,0,0,0,1,Modern Pentathlon,BUL,M
0,2004,0,0,0,0,2,Modern Pentathlon,CAN,F
1,2008,0,0,0,0,2,Modern Pentathlon,CAN,F
2,2012,0,0,0,0,2,Modern Pentathlon,CAN,F
3,2016,0,0,0,0,2,Modern Pentathlon,CAN,F
0,1972,0,0,0,0,6,Modern Pentathlon,CAN,M
1,1976,0,0,0,0,6,Modern Pentathlon,CAN,M
2,1988,0,0,0,0,6,Modern Pentathlon,CAN,M
3,1992,0,0,0,0,2,Modern Pentathlon,CAN,M
4,2008,0,0,0,0,1,Modern Pentathlon,CAN,M
0,1948,0,0,0,0,2,Modern Pentathlon,CHI,M
1,1952,0,0,0,0,6,Modern Pentathlon,CHI,M
2,1956,0,0,0,0,6,Modern Pentathlon,CHI,M
3,1964,0,0,0,0,1,Modern Pentathlon,CHI,M
4,1988,0,0,0,0,6,Modern Pentathlon,CHI,M
5,2008,0,0,0,0,1,Modern Pentathlon,CHI,M
6,2012,0,0,0,0,1,Modern Pentathlon,CHI,M
7,2020,0,0,0,0,1,Modern Pentathlon,CHI,M
8,2024,0,0,0,0,1,Modern Pentathlon,CHI,M
0,2000,0,0,0,0,1,Modern Pentathlon,CHN,F
1,2004,0,0,0,0,2,Modern Pentathlon,CHN,F
2,2008,0,0,0,0,2,Modern Pentathlon,CHN,F
3,2012,0,0,0,0,2,Modern Pentathlon,CHN,F
4,2016,0,0,0,0,2,Modern Pentathlon,CHN,F
5,2020,0,0,0,0,2,Modern Pentathlon,CHN,F
6,2024,0,0,0,0,1,Modern Pentathlon,CHN,F
0,1988,0,0,0,0,1,Modern Pentathlon,CHN,M
1,1992,0,0,0,0,1,Modern Pentathlon,CHN,M
2,2000,0,0,0,0,1,Modern Pentathlon,CHN,M
3,2004,0,0,0,0,1,Modern Pentathlon,CHN,M
4,2008,0,0,0,0,2,Modern Pentathlon,CHN,M
5,2012,1,0,1,0,1,Modern Pentathlon,CHN,M
6,2016,0,0,0,0,2,Modern Pentathlon,CHN,M
7,2020,0,0,0,0,2,Modern Pentathlon,CHN,M
8,2024,0,0,0,0,2,Modern Pentathlon,CHN,M
0,2016,0,0,0,0,1,Modern Pentathlon,CUB,F
1,2020,0,0,0,0,1,Modern Pentathlon,CUB,F
0,2008,0,0,0,0,1,Modern Pentathlon,CUB,M
1,2016,0,0,0,0,1,Modern Pentathlon,CUB,M
2,2020,0,0,0,0,1,Modern Pentathlon,CUB,M
3,2024,0,0,0,0,1,Modern Pentathlon,CUB,M
0,2004,0,0,0,0,1,Modern Pentathlon,CZE,F
1,2008,0,0,0,0,1,Modern Pentathlon,CZE,F
2,2012,0,0,0,0,1,Modern Pentathlon,CZE,F
3,2016,0,0,0,0,1,Modern Pentathlon,CZE,F
4,2024,0,0,0,0,2,Modern Pentathlon,CZE,F
0,2004,1,0,0,1,1,Modern Pentathlon,CZE,M
1,2008,0,0,0,0,2,Modern Pentathlon,CZE,M
2,2012,1,1,0,0,1,Modern Pentathlon,CZE,M
3,2016,0,0,0,0,2,Modern Pentathlon,CZE,M
4,2020,0,0,0,0,2,Modern Pentathlon,CZE,M
5,2024,0,0,0,0,2,Modern Pentathlon,CZE,M
0,2000,0,0,0,0,1,Modern Pentathlon,DEN,F
0,1912,0,0,0,0,4,Modern Pentathlon,DEN,M
1,1920,0,0,0,0,4,Modern Pentathlon,DEN,M
2,1924,0,0,0,0,3,Modern Pentathlon,DEN,M
3,1928,0,0,0,0,2,Modern Pentathlon,DEN,M
4,1960,0,0,0,0,1,Modern Pentathlon,DEN,M
5,1968,0,0,0,0,1,Modern Pentathlon,DEN,M
6,1972,0,0,0,0,6,Modern Pentathlon,DEN,M
7,1976,0,0,0,0,2,Modern Pentathlon,DEN,M
8,1988,0,0,0,0,1,Modern Pentathlon,DEN,M
0,2020,0,0,0,0,1,Modern Pentathlon,ECU,F
1,2024,0,0,0,0,1,Modern Pentathlon,ECU,F
0,2024,0,0,0,0,1,Modern Pentathlon,ECU,M
0,2004,0,0,0,0,1,Modern Pentathlon,EGY,F
1,2008,0,0,0,0,2,Modern Pentathlon,EGY,F
2,2012,0,0,0,0,1,Modern Pentathlon,EGY,F
3,2016,0,0,0,0,1,Modern Pentathlon,EGY,F
4,2020,0,0,0,0,2,Modern Pentathlon,EGY,F
5,2024,0,0,0,0,2,Modern Pentathlon,EGY,F
0,1984,0,0,0,0,6,Modern Pentathlon,EGY,M
1,1988,0,0,0,0,6,Modern Pentathlon,EGY,M
2,1992,0,0,0,0,6,Modern Pentathlon,EGY,M
3,2000,0,0,0,0,1,Modern Pentathlon,EGY,M
4,2004,0,0,0,0,1,Modern Pentathlon,EGY,M
5,2008,0,0,0,0,1,Modern Pentathlon,EGY,M
6,2012,0,0,0,0,2,Modern Pentathlon,EGY,M
7,2016,0,0,0,0,2,Modern Pentathlon,EGY,M
8,2020,1,0,1,0,1,Modern Pentathlon,EGY,M
9,2024,1,1,0,0,1,Modern Pentathlon,EGY,M
0,2024,0,0,0,0,1,Modern Pentathlon,ESP,F
0,1948,0,0,0,0,3,Modern Pentathlon,ESP,M
1,1960,0,0,0,0,2,Modern Pentathlon,ESP,M
2,1980,0,0,0,0,6,Modern Pentathlon,ESP,M
3,1984,0,0,0,0,6,Modern Pentathlon,ESP,M
4,1988,0,0,0,0,6,Modern Pentathlon,ESP,M
5,1992,0,0,0,0,6,Modern Pentathlon,ESP,M
6,2008,0,0,0,0,1,Modern Pentathlon,ESP,M
7,2020,0,0,0,0,1,Modern Pentathlon,ESP,M
0,1992,0,0,0,0,1,Modern Pentathlon,EST,M
1,1996,0,0,0,0,1,Modern Pentathlon,EST,M
2,2000,0,0,0,0,1,Modern Pentathlon,EST,M
0,1992,4,0,3,1,2,Modern Pentathlon,EUN,M
0,1920,0,0,0,0,2,Modern Pentathlon,FIN,M
1,1924,0,0,0,0,3,Modern Pentathlon,FIN,M
2,1928,0,0,0,0,3,Modern Pentathlon,FIN,M
3,1936,0,0,0,0,3,Modern Pentathlon,FIN,M
4,1948,0,0,0,0,3,Modern Pentathlon,FIN,M
5,1952,3,0,0,3,3,Modern Pentathlon,FIN,M
6,1956,5,0,1,4,1,Modern Pentathlon,FIN,M
7,1960,0,0,0,0,6,Modern Pentathlon,FIN,M
8,1964,0,0,0,0,6,Modern Pentathlon,FIN,M
9,1968,0,0,0,0,6,Modern Pentathlon,FIN,M
10,1972,3,0,0,3,3,Modern Pentathlon,FIN,M
11,1976,0,0,0,0,6,Modern Pentathlon,FIN,M
12,1980,0,0,0,0,6,Modern Pentathlon,FIN,M
13,1984,0,0,0,0,6,Modern Pentathlon,FIN,M
0,2000,0,0,0,0,1,Modern Pentathlon,FRA,F
1,2004,0,0,0,0,2,Modern Pentathlon,FRA,F
2,2008,0,0,0,0,1,Modern Pentathlon,FRA,F
3,2012,0,0,0,0,2,Modern Pentathlon,FRA,F
4,2016,1,0,1,0,0,Modern Pentathlon,FRA,F
5,2020,0,0,0,0,2,Modern Pentathlon,FRA,F
6,2024,1,0,1,0,1,Modern Pentathlon,FRA,F
0,1912,0,0,0,0,2,Modern Pentathlon,FRA,M
1,1920,0,0,0,0,4,Modern Pentathlon,FRA,M
2,1924,0,0,0,0,4,Modern Pentathlon,FRA,M
3,1928,0,0,0,0,3,Modern Pentathlon,FRA,M
4,1932,0,0,0,0,1,Modern Pentathlon,FRA,M
5,1936,0,0,0,0,3,Modern Pentathlon,FRA,M
6,1948,0,0,0,0,3,Modern Pentathlon,FRA,M
7,1952,0,0,0,0,6,Modern Pentathlon,FRA,M
8,1956,0,0,0,0,1,Modern Pentathlon,FRA,M
9,1960,0,0,0,0,6,Modern Pentathlon,FRA,M
10,1968,3,0,0,3,3,Modern Pentathlon,FRA,M
11,1972,0,0,0,0,6,Modern Pentathlon,FRA,M
12,1976,0,0,0,0,6,Modern Pentathlon,FRA,M
13,1980,0,0,0,0,6,Modern Pentathlon,FRA,M
14,1984,3,0,0,3,3,Modern Pentathlon,FRA,M
15,1988,0,0,0,0,6,Modern Pentathlon,FRA,M
16,1992,0,0,0,0,6,Modern Pentathlon,FRA,M
17,1996,0,0,0,0,2,Modern Pentathlon,FRA,M
18,2000,0,0,0,0,2,Modern Pentathlon,FRA,M
19,2004,0,0,0,0,2,Modern Pentathlon,FRA,M
20,2008,0,0,0,0,2,Modern Pentathlon,FRA,M
21,2012,0,0,0,0,1,Modern Pentathlon,FRA,M
22,2016,0,0,0,0,2,Modern Pentathlon,FRA,M
23,2020,0,0,0,0,2,Modern Pentathlon,FRA,M
24,2024,0,0,0,0,2,Modern Pentathlon,FRA,M
0,1968,0,0,0,0,6,Modern Pentathlon,FRG,M
1,1972,0,0,0,0,6,Modern Pentathlon,FRG,M
2,1976,0,0,0,0,6,Modern Pentathlon,FRG,M
3,1984,0,0,0,0,6,Modern Pentathlon,FRG,M
4,1988,0,0,0,0,6,Modern Pentathlon,FRG,M
0,2000,2,1,0,1,0,Modern Pentathlon,GBR,F
1,2004,1,0,0,1,1,Modern Pentathlon,GBR,F
2,2008,1,0,1,0,1,Modern Pentathlon,GBR,F
3,2012,1,0,1,0,1,Modern Pentathlon,GBR,F
4,2016,0,0,0,0,2,Modern Pentathlon,GBR,F
5,2020,1,1,0,0,1,Modern Pentathlon,GBR,F
6,2024,0,0,0,0,2,Modern Pentathlon,GBR,F
0,1912,0,0,0,0,3,Modern Pentathlon,GBR,M
1,1920,0,0,0,0,4,Modern Pentathlon,GBR,M
2,1924,0,0,0,0,4,Modern Pentathlon,GBR,M
3,1928,0,0,0,0,3,Modern Pentathlon,GBR,M
4,1932,0,0,0,0,3,Modern Pentathlon,GBR,M
5,1936,0,0,0,0,3,Modern Pentathlon,GBR,M
6,1948,0,0,0,0,3,Modern Pentathlon,GBR,M
7,1952,0,0,0,0,6,Modern Pentathlon,GBR,M
8,1956,0,0,0,0,6,Modern Pentathlon,GBR,M
9,1960,0,0,0,0,6,Modern Pentathlon,GBR,M
10,1964,0,0,0,0,6,Modern Pentathlon,GBR,M
11,1968,0,0,0,0,6,Modern Pentathlon,GBR,M
12,1972,0,0,0,0,6,Modern Pentathlon,GBR,M
13,1976,3,3,0,0,3,Modern Pentathlon,GBR,M
14,1980,0,0,0,0,6,Modern Pentathlon,GBR,M
15,1984,0,0,0,0,6,Modern Pentathlon,GBR,M
16,1988,3,0,0,3,3,Modern Pentathlon,GBR,M
17,1992,0,0,0,0,6,Modern Pentathlon,GBR,M
18,1996,0,0,0,0,1,Modern Pentathlon,GBR,M
19,2008,0,0,0,0,2,Modern Pentathlon,GBR,M
20,2012,0,0,0,0,2,Modern Pentathlon,GBR,M
21,2016,0,0,0,0,2,Modern Pentathlon,GBR,M
22,2020,1,1,0,0,1,Modern Pentathlon,GBR,M
23,2024,0,0,0,0,2,Modern Pentathlon,GBR,M
0,1968,0,0,0,0,6,Modern Pentathlon,GDR,M
0,1996,0,0,0,0,1,Modern Pentathlon,GEO,M
0,2000,0,0,0,0,1,Modern Pentathlon,GER,F
1,2004,0,0,0,0,1,Modern Pentathlon,GER,F
2,2008,1,1,0,0,1,Modern Pentathlon,GER,F
3,2012,0,0,0,0,2,Modern Pentathlon,GER,F
4,2016,0,0,0,0,2,Modern Pentathlon,GER,F
5,2020,0,0,0,0,2,Modern Pentathlon,GER,F
6,2024,0,0,0,0,2,Modern Pentathlon,GER,F
0,1912,0,0,0,0,1,Modern Pentathlon,GER,M
1,1928,1,0,0,1,2,Modern Pentathlon,GER,M
2,1932,0,0,0,0,3,Modern Pentathlon,GER,M
3,1936,1,1,0,0,2,Modern Pentathlon,GER,M
4,1952,0,0,0,0,6,Modern Pentathlon,GER,M
5,1960,0,0,0,0,6,Modern Pentathlon,GER,M
6,1964,0,0,0,0,6,Modern Pentathlon,GER,M
7,1992,0,0,0,0,6,Modern Pentathlon,GER,M
8,2000,0,0,0,0,1,Modern Pentathlon,GER,M
9,2004,0,0,0,0,2,Modern Pentathlon,GER,M
10,2008,0,0,0,0,2,Modern Pentathlon,GER,M
11,2012,0,0,0,0,2,Modern Pentathlon,GER,M
12,2016,0,0,0,0,2,Modern Pentathlon,GER,M
13,2020,0,0,0,0,2,Modern Pentathlon,GER,M
14,2024,0,0,0,0,2,Modern Pentathlon,GER,M
0,2000,0,0,0,0,1,Modern Pentathlon,GRE,F
1,2004,0,0,0,0,1,Modern Pentathlon,GRE,F
0,1936,0,0,0,0,1,Modern Pentathlon,GRE,M
1,1992,0,0,0,0,1,Modern Pentathlon,GRE,M
2,2004,0,0,0,0,1,Modern Pentathlon,GRE,M
0,2004,0,0,0,0,1,Modern Pentathlon,GUA,F
1,2008,0,0,0,0,1,Modern Pentathlon,GUA,F
2,2016,0,0,0,0,1,Modern Pentathlon,GUA,F
3,2024,0,0,0,0,1,Modern Pentathlon,GUA,F
0,1992,0,0,0,0,1,Modern Pentathlon,GUA,M
1,2012,0,0,0,0,1,Modern Pentathlon,GUA,M
2,2016,0,0,0,0,1,Modern Pentathlon,GUA,M
3,2020,0,0,0,0,1,Modern Pentathlon,GUA,M
4,2024,0,0,0,0,1,Modern Pentathlon,GUA,M
0,2000,0,0,0,0,2,Modern Pentathlon,HUN,F
1,2004,1,1,0,0,1,Modern Pentathlon,HUN,F
2,2008,0,0,0,0,2,Modern Pentathlon,HUN,F
3,2012,0,0,0,0,2,Modern Pentathlon,HUN,F
4,2016,0,0,0,0,2,Modern Pentathlon,HUN,F
5,2020,1,0,0,1,1,Modern Pentathlon,HUN,F
6,2024,1,1,0,0,1,Modern Pentathlon,HUN,F
0,1928,0,0,0,0,1,Modern Pentathlon,HUN,M
1,1932,0,0,0,0,3,Modern Pentathlon,HUN,M
2,1936,0,0,0,0,3,Modern Pentathlon,HUN,M
3,1948,0,0,0,0,3,Modern Pentathlon,HUN,M
4,1952,5,3,1,1,1,Modern Pentathlon,HUN,M
5,1956,0,0,0,0,6,Modern Pentathlon,HUN,M
6,1960,5,4,1,0,1,Modern Pentathlon,HUN,M
7,1964,4,1,0,3,2,Modern Pentathlon,HUN,M
8,1968,4,3,1,0,2,Modern Pentathlon,HUN,M
9,1972,4,1,3,0,2,Modern Pentathlon,HUN,M
10,1976,3,0,0,3,3,Modern Pentathlon,HUN,M
11,1980,4,0,4,0,2,Modern Pentathlon,HUN,M
12,1988,4,4,0,0,2,Modern Pentathlon,HUN,M
13,1992,1,0,1,0,5,Modern Pentathlon,HUN,M
14,1996,1,0,0,1,2,Modern Pentathlon,HUN,M
15,2000,1,0,1,0,1,Modern Pentathlon,HUN,M
16,2004,0,0,0,0,2,Modern Pentathlon,HUN,M
17,2008,0,0,0,0,2,Modern Pentathlon,HUN,M
18,2012,1,0,0,1,1,Modern Pentathlon,HUN,M
19,2016,0,0,0,0,2,Modern Pentathlon,HUN,M
20,2020,0,0,0,0,2,Modern Pentathlon,HUN,M
21,2024,0,0,0,0,2,Modern Pentathlon,HUN,M
0,2012,0,0,0,0,1,Modern Pentathlon,IRL,F
1,2016,0,0,0,0,1,Modern Pentathlon,IRL,F
2,2020,0,0,0,0,1,Modern Pentathlon,IRL,F
0,1980,0,0,0,0,6,Modern Pentathlon,IRL,M
1,2012,0,0,0,0,1,Modern Pentathlon,IRL,M
2,2016,0,0,0,0,1,Modern Pentathlon,IRL,M
0,2000,0,0,0,0,2,Modern Pentathlon,ITA,F
1,2004,0,0,0,0,2,Modern Pentathlon,ITA,F
2,2008,0,0,0,0,2,Modern Pentathlon,ITA,F
3,2012,0,0,0,0,2,Modern Pentathlon,ITA,F
4,2016,0,0,0,0,2,Modern Pentathlon,ITA,F
5,2020,0,0,0,0,2,Modern Pentathlon,ITA,F
6,2024,0,0,0,0,2,Modern Pentathlon,ITA,F
0,1920,0,0,0,0,1,Modern Pentathlon,ITA,M
1,1924,0,0,0,0,4,Modern Pentathlon,ITA,M
2,1928,0,0,0,0,3,Modern Pentathlon,ITA,M
3,1932,0,0,0,0,3,Modern Pentathlon,ITA,M
4,1936,1,0,0,1,2,Modern Pentathlon,ITA,M
5,1948,0,0,0,0,3,Modern Pentathlon,ITA,M
6,1952,0,0,0,0,6,Modern Pentathlon,ITA,M
7,1956,0,0,0,0,1,Modern Pentathlon,ITA,M
8,1960,0,0,0,0,6,Modern Pentathlon,ITA,M
9,1964,0,0,0,0,1,Modern Pentathlon,ITA,M
10,1968,0,0,0,0,6,Modern Pentathlon,ITA,M
11,1972,0,0,0,0,6,Modern Pentathlon,ITA,M
12,1976,0,0,0,0,6,Modern Pentathlon,ITA,M
13,1980,0,0,0,0,1,Modern Pentathlon,ITA,M
14,1984,5,4,0,1,1,Modern Pentathlon,ITA,M
15,1988,4,0,4,0,2,Modern Pentathlon,ITA,M
16,1992,3,0,0,3,3,Modern Pentathlon,ITA,M
17,1996,0,0,0,0,3,Modern Pentathlon,ITA,M
18,2000,0,0,0,0,1,Modern Pentathlon,ITA,M
19,2004,0,0,0,0,2,Modern Pentathlon,ITA,M
20,2008,0,0,0,0,2,Modern Pentathlon,ITA,M
21,2012,0,0,0,0,2,Modern Pentathlon,ITA,M
22,2016,0,0,0,0,2,Modern Pentathlon,ITA,M
23,2024,1,0,0,1,1,Modern Pentathlon,ITA,M
0,2012,0,0,0,0,2,Modern Pentathlon,JPN,F
1,2016,0,0,0,0,1,Modern Pentathlon,JPN,F
2,2020,0,0,0,0,2,Modern Pentathlon,JPN,F
3,2024,0,0,0,0,1,Modern Pentathlon,JPN,F
0,1960,0,0,0,0,2,Modern Pentathlon,JPN,M
1,1964,0,0,0,0,6,Modern Pentathlon,JPN,M
2,1968,0,0,0,0,6,Modern Pentathlon,JPN,M
3,1972,0,0,0,0,6,Modern Pentathlon,JPN,M
4,1976,0,0,0,0,6,Modern Pentathlon,JPN,M
5,1984,0,0,0,0,6,Modern Pentathlon,JPN,M
6,1988,0,0,0,0,6,Modern Pentathlon,JPN,M
7,1992,0,0,0,0,1,Modern Pentathlon,JPN,M
8,2008,0,0,0,0,1,Modern Pentathlon,JPN,M
9,2012,0,0,0,0,1,Modern Pentathlon,JPN,M
10,2016,0,0,0,0,2,Modern Pentathlon,JPN,M
11,2020,0,0,0,0,1,Modern Pentathlon,JPN,M
12,2024,1,0,1,0,0,Modern Pentathlon,JPN,M
0,2004,0,0,0,0,2,Modern Pentathlon,KAZ,F
1,2008,0,0,0,0,2,Modern Pentathlon,KAZ,F
2,2016,0,0,0,0,1,Modern Pentathlon,KAZ,F
3,2020,0,0,0,0,1,Modern Pentathlon,KAZ,F
4,2024,0,0,0,0,1,Modern Pentathlon,KAZ,F
0,1996,1,1,0,0,1,Modern Pentathlon,KAZ,M
1,2012,0,0,0,0,2,Modern Pentathlon,KAZ,M
2,2016,0,0,0,0,1,Modern Pentathlon,KAZ,M
3,2020,0,0,0,0,1,Modern Pentathlon,KAZ,M
4,2024,0,0,0,0,1,Modern Pentathlon,KAZ,M
0,2004,0,0,0,0,1,Modern Pentathlon,KGZ,F
0,1996,0,0,0,0,1,Modern Pentathlon,KGZ,M
1,2004,0,0,0,0,1,Modern Pentathlon,KGZ,M
0,2008,0,0,0,0,1,Modern Pentathlon,KOR,F
1,2012,0,0,0,0,1,Modern Pentathlon,KOR,F
2,2016,0,0,0,0,1,Modern Pentathlon,KOR,F
3,2020,0,0,0,0,2,Modern Pentathlon,KOR,F
4,2024,1,0,0,1,1,Modern Pentathlon,KOR,F
0,1964,0,0,0,0,1,Modern Pentathlon,KOR,M
1,1984,0,0,0,0,6,Modern Pentathlon,KOR,M
2,1988,0,0,0,0,6,Modern Pentathlon,KOR,M
3,1992,0,0,0,0,6,Modern Pentathlon,KOR,M
4,1996,0,0,0,0,1,Modern Pentathlon,KOR,M
5,2004,0,0,0,0,2,Modern Pentathlon,KOR,M
6,2008,0,0,0,0,2,Modern Pentathlon,KOR,M
7,2012,0,0,0,0,2,Modern Pentathlon,KOR,M
8,2016,0,0,0,0,2,Modern Pentathlon,KOR,M
9,2020,1,0,0,1,1,Modern Pentathlon,KOR,M
10,2024,0,0,0,0,2,Modern Pentathlon,KOR,M
0,2000,0,0,0,0,1,Modern Pentathlon,LAT,F
1,2004,1,0,1,0,0,Modern Pentathlon,LAT,F
2,2008,0,0,0,0,1,Modern Pentathlon,LAT,F
3,2012,0,0,0,0,1,Modern Pentathlon,LAT,F
0,1992,0,0,0,0,6,Modern Pentathlon,LAT,M
1,1996,0,0,0,0,1,Modern Pentathlon,LAT,M
2,2000,0,0,0,0,1,Modern Pentathlon,LAT,M
3,2004,0,0,0,0,1,Modern Pentathlon,LAT,M
4,2008,0,0,0,0,1,Modern Pentathlon,LAT,M
5,2012,0,0,0,0,1,Modern Pentathlon,LAT,M
6,2016,0,0,0,0,1,Modern Pentathlon,LAT,M
7,2020,0,0,0,0,1,Modern Pentathlon,LAT,M
8,2024,0,0,0,0,1,Modern Pentathlon,LAT,M
0,2008,0,0,0,0,2,Modern Pentathlon,LTU,F
1,2012,1,1,0,0,1,Modern Pentathlon,LTU,F
2,2016,0,0,0,0,2,Modern Pentathlon,LTU,F
3,2020,1,0,1,0,1,Modern Pentathlon,LTU,F
4,2024,0,0,0,0,2,Modern Pentathlon,LTU,F
0,1992,0,0,0,0,6,Modern Pentathlon,LTU,M
1,1996,0,0,0,0,1,Modern Pentathlon,LTU,M
2,2000,0,0,0,0,1,Modern Pentathlon,LTU,M
3,2004,1,0,1,0,1,Modern Pentathlon,LTU,M
4,2008,2,0,1,1,0,Modern Pentathlon,LTU,M
5,2012,0,0,0,0,1,Modern Pentathlon,LTU,M
6,2016,0,0,0,0,1,Modern Pentathlon,LTU,M
7,2020,0,0,0,0,1,Modern Pentathlon,LTU,M
0,1960,0,0,0,0,2,Modern Pentathlon,MAR,M
0,2008,0,0,0,0,1,Modern Pentathlon,MEX,F
1,2012,0,0,0,0,1,Modern Pentathlon,MEX,F
2,2016,0,0,0,0,1,Modern Pentathlon,MEX,F
3,2020,0,0,0,0,2,Modern Pentathlon,MEX,F
4,2024,0,0,0,0,2,Modern Pentathlon,MEX,F
0,1932,0,0,0,0,3,Modern Pentathlon,MEX,M
1,1936,0,0,0,0,2,Modern Pentathlon,MEX,M
2,1948,0,0,0,0,2,Modern Pentathlon,MEX,M
3,1952,0,0,0,0,6,Modern Pentathlon,MEX,M
4,1956,0,0,0,0,6,Modern Pentathlon,MEX,M
5,1960,0,0,0,0,6,Modern Pentathlon,MEX,M
6,1964,0,0,0,0,6,Modern Pentathlon,MEX,M
7,1968,0,0,0,0,6,Modern Pentathlon,MEX,M
8,1972,0,0,0,0,6,Modern Pentathlon,MEX,M
9,1980,0,0,0,0,2,Modern Pentathlon,MEX,M
10,1984,0,0,0,0,6,Modern Pentathlon,MEX,M
11,1988,0,0,0,0,6,Modern Pentathlon,MEX,M
12,1992,0,0,0,0,6,Modern Pentathlon,MEX,M
13,1996,0,0,0,0,2,Modern Pentathlon,MEX,M
14,2000,0,0,0,0,2,Modern Pentathlon,MEX,M
15,2004,0,0,0,0,2,Modern Pentathlon,MEX,M
16,2008,0,0,0,0,1,Modern Pentathlon,MEX,M
17,2012,0,0,0,0,1,Modern Pentathlon,MEX,M
18,2016,1,0,0,1,0,Modern Pentathlon,MEX,M
19,2020,0,0,0,0,2,Modern Pentathlon,MEX,M
20,2024,0,0,0,0,2,Modern Pentathlon,MEX,M
0,1912,0,0,0,0,1,Modern Pentathlon,NED,M
1,1924,0,0,0,0,4,Modern Pentathlon,NED,M
2,1928,0,0,0,0,3,Modern Pentathlon,NED,M
3,1932,0,0,0,0,1,Modern Pentathlon,NED,M
4,1936,0,0,0,0,3,Modern Pentathlon,NED,M
5,1972,0,0,0,0,6,Modern Pentathlon,NED,M
0,1912,0,0,0,0,2,Modern Pentathlon,NOR,M
1,1920,0,0,0,0,2,Modern Pentathlon,NOR,M
2,1924,0,0,0,0,2,Modern Pentathlon,NOR,M
0,1980,0,0,0,0,1,Modern Pentathlon,NZL,M
0,1936,0,0,0,0,1,Modern Pentathlon,PER,M
1,1992,0,0,0,0,1,Modern Pentathlon,PER,M
0,2000,0,0,0,0,2,Modern Pentathlon,POL,F
1,2004,0,0,0,0,2,Modern Pentathlon,POL,F
2,2008,0,0,0,0,2,Modern Pentathlon,POL,F
3,2012,0,0,0,0,2,Modern Pentathlon,POL,F
4,2016,1,0,0,1,1,Modern Pentathlon,POL,F
5,2020,0,0,0,0,1,Modern Pentathlon,POL,F
6,2024,0,0,0,0,2,Modern Pentathlon,POL,F
0,1928,0,0,0,0,3,Modern Pentathlon,POL,M
1,1960,0,0,0,0,6,Modern Pentathlon,POL,M
2,1972,0,0,0,0,6,Modern Pentathlon,POL,M
3,1976,1,1,0,0,5,Modern Pentathlon,POL,M
4,1980,0,0,0,0,6,Modern Pentathlon,POL,M
5,1988,0,0,0,0,6,Modern Pentathlon,POL,M
6,1992,4,4,0,0,2,Modern Pentathlon,POL,M
7,1996,0,0,0,0,2,Modern Pentathlon,POL,M
8,2000,0,0,0,0,1,Modern Pentathlon,POL,M
9,2004,0,0,0,0,2,Modern Pentathlon,POL,M
10,2008,0,0,0,0,2,Modern Pentathlon,POL,M
11,2012,0,0,0,0,1,Modern Pentathlon,POL,M
12,2016,0,0,0,0,1,Modern Pentathlon,POL,M
13,2020,0,0,0,0,2,Modern Pentathlon,POL,M
14,2024,0,0,0,0,2,Modern Pentathlon,POL,M
0,1928,0,0,0,0,1,Modern Pentathlon,POR,M
